Community,evenness_simplified,Evenness distribution,Taxonomic distribution,Sequencing Depth (million reads),Pipeline,MAG ID,Domain,Phylum,Class,Order,Family,Genus,Species,Completeness,Contamination,Strain heterogeneity,Original community?,Number of contigs,Contig size (bp),coverage,Relative abundance,species list,Special case?,original_comm,Mismatch
B,Logarithmic,Logarithmic decay,Random,60,DT,B.2.R.60-DT-bin.8,Bacteria,Firmicutes,Bacilli,Bacillales,Aeribacillaceae,Aeribacillus,Aeribacillus pallidus,98.66,2.4,0,Aeribacillus pallidus,242,3762775,80,0.02852251,Aeribacillus pallidus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,180,DT,A.2.R.180-DT-bin.9,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.91,0,Hydrogenobacter thermophilus,32,1797699,504,0.02853432,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Very closely related,60,MM,B.3.V.60-MM-bin.17,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium mustelae,98.9,0.55,0,Corynebacterium mustelae,92,3361005,91,0.02854380,Corynebacterium mustelae,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,MM,A.5.V.60-MM-bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter_A,Rhodobacter sphaeroides,99.09,0,0,Rhodobacter sphaeroides,93,4021431,76,0.02857660,Rhodobacter sphaeroides,Rhodobacter sphaeroides,A,TRUE
A,Exponential,Exponential decay with abundance plateaus,Closely related,60,MM,A.5.C.60-MM-bin.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.25,0.53,0,Antarctobacter heliothermus,80,4554940,67,0.02857741,Antarctobacter heliothermus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,MM,B.2.C.60-MM-bin.7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,99.44,0.44,0,#N/A,187,3183554,96,0.02858801,Brucella melitensis,Brucella melitensis,A,FALSE
A,Exponential,Exponential decay with abundance plateaus,Not closely related,60,MM,A.5.N.60-MM-bin.11,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia polyisoprenivorans,95.82,0.44,33.33,Gordonia polyisoprenivorans,276,5418391,57,0.02862883,Gordonia polyisoprenivorans,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Not closely related,60,MM,A.5.N.60-MM-bin.6,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia bronchialis,97.3,0.26,75,Gordonia bronchialis,171,4877282,63,0.02863846,Gordonia bronchialis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Closely related,60,DT,C.5.C.60-DT-bin.21,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus,90.3,0.48,0,Rhodobacter capsulatus,27,3192526,95,0.02865123,Rhodobacter capsulatus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,C.5.V.60-8K-bin.2,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella tundricola,85.47,0.85,0,Granulicella tundricola,24,3806933,81,0.02866113,Granulicella tundricola,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,C.5.V.60-8K-bin.35,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella tundricola,85.47,0.85,0,Granulicella tundricola,24,3806933,81,0.02866113,Granulicella tundricola,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,C.5.V.60-8K-bin.37,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella tundricola,85.47,0.85,0,Granulicella tundricola,24,3806933,81,0.02866113,Granulicella tundricola,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,60,MM,A.3.R.60-MM-bin.10,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium piperi,97.88,0,0,Chryseobacterium piperi,177,4170434,74,0.02866550,Chryseobacterium piperi,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,30,MM,A.2.R.30-MM-bin.2,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,99.19,0,0,Thermocrinis ruber,45,1505723,102,0.02869549,Thermocrinis ruber,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,MM,B.5.N.60-MM-bin.16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,97.1,0.57,0,#N/A,192,3157752,98,0.02871270,Brucella melitensis,Brucella melitensis,A,FALSE
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,DT,A.5.V.60-DT-bin.11,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.85,1.12,0,Geobacillus thermocatenulatus,82,3191128,95,0.02871341,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Not closely related,60,MM,A.3.N.60-MM-bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter persici,97.96,0.5,0,Acetobacter persici,79,3149096,98,0.02871968,Acetobacter persici,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Very closely related,60,DT,A.3.V.60-DT-bin.11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.55,2.17,0,Antarctobacter heliothermus,137,4987128,61,0.02874667,Antarctobacter heliothermus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,DT,C.5.N.60-DT-bin.12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia_B,Erwinia gerundensis,100,0.08,0,Erwinia gerundensis,42,3712156,81,0.02874739,Erwinia gerundensis,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,120,DT,B.3.R.120-DT-bin.18,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter_A,Porphyrobacter atlanticus,98.11,0.07,0,#N/A,31,3158451,192,0.02875114,#N/A,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Very closely related,60,MM,B.3.V.60-MM-bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter antarcticus,97.87,0.35,0,Octadecabacter antarcticus,183,3645699,85,0.02878445,Octadecabacter antarcticus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,60,8K,A.3.R.60-8K-bin.43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.25,0.53,0,Antarctobacter heliothermus,42,4532997,68,0.02879839,Antarctobacter heliothermus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,MM,B.4.N.60-MM-bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Bordetella_A,Bordetella petrii,98.73,0.56,80,Bordetella petrii,411,5088707,61,0.02880983,Bordetella petrii,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,30,DT,A.2.R.30-DT-bin.7,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,99.19,0.41,0,Thermocrinis ruber,21,1530650,99,0.02882716,Thermocrinis ruber,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,DT,B.2.C.60-DT-bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,99.44,0.44,0,#N/A,55,3186433,95,0.02883396,Brucella melitensis,Brucella melitensis,A,FALSE
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,B.5.N.60-8K-bin.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,44,3153281,98,0.02884882,Brucella melitensis,Brucella melitensis,A,FALSE
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,B.5.N.60-8K-bin.27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,44,3153281,98,0.02884882,Brucella melitensis,Brucella melitensis,A,FALSE
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,B.5.N.60-8K-bin.44,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,44,3153281,98,0.02884882,Brucella melitensis,Brucella melitensis,A,FALSE
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,B.5.N.60-8K-bin.47,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,44,3153281,98,0.02884882,Brucella melitensis,Brucella melitensis,A,FALSE
A,Logarithmic,Logarithmic decay,Random,30,8K,A.2.R.30-8K-bin.12,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.31,0.03,0,Geobacillus thermocatenulatus,75,3078460,50,0.02885340,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,30,8K,A.2.R.30-8K-bin.23,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.31,0.03,0,Geobacillus thermocatenulatus,75,3078460,50,0.02885340,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,30,8K,A.2.R.30-8K-bin.26,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.31,0.03,0,Geobacillus thermocatenulatus,75,3078460,50,0.02885340,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,30,8K,A.2.R.30-8K-bin.4,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.31,0.03,0,Geobacillus thermocatenulatus,75,3078460,50,0.02885340,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,10,DT,B.2.R.10-DT-bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_B,Erythrobacter gangjinensis,99.25,2.06,0,Erythrobacter gangjinensis,21,2747921,18,0.02888457,Erythrobacter gangjinensis,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.10,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,15,1298281,240,0.02888597,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.12,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,15,1298281,240,0.02888597,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.28,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,15,1298281,240,0.02888597,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.9,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,15,1298281,240,0.02888597,Desulfurococcus mucosus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,60,MM,A.3.R.60-MM-bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.25,0.87,0,Antarctobacter heliothermus,94,4563238,68,0.02892497,Antarctobacter heliothermus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,MM,B.5.V.60-MM-bin.13,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter antarcticus,93.22,0.75,0,Octadecabacter antarcticus,175,3696541,84,0.02898946,Octadecabacter antarcticus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,120,DT,B.3.R.120-DT-bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.24,0.44,0,#N/A,45,3142289,195,0.02900182,Brucella melitensis,Brucella melitensis,A,FALSE
B,Exponential,Exponential decay,Very closely related,60,DT,B.3.V.60-DT-bin.22,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium vitaeruminis,99.67,3.45,2.94,Corynebacterium vitaeruminis,78,3023156,101,0.02903682,Corynebacterium vitaeruminis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Very closely related,60,8K,C.3.V.60-8K-bin.41,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aminophilus,96.89,0.61,0,Paracoccus aminophilus,20,3298351,95,0.02904677,Paracoccus aminophilus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,10,MM,A.2.R.10-MM-bin.1,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.03,0.25,25,Geobacillus thermocatenulatus,461,3305219,15,0.02906412,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,B.5.V.60-8K-bin.29,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium mustelae,98.9,0.55,0,Corynebacterium mustelae,37,3228148,97,0.02906587,Corynebacterium mustelae,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,B.5.V.60-8K-bin.44,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium mustelae,98.9,0.55,0,Corynebacterium mustelae,37,3228148,97,0.02906587,Corynebacterium mustelae,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,B.5.V.60-8K-bin.9,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium mustelae,98.9,0.55,0,Corynebacterium mustelae,37,3228148,97,0.02906587,Corynebacterium mustelae,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,DT,B.5.V.60-DT-bin.6,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.61,16.67,Sinomonas atrocyanea,54,4375980,70,0.02907931,Sinomonas atrocyanea,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Very closely related,60,DT,C.5.V.60-DT-bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus,97.88,0.78,0,Rhodobacter capsulatus,24,3527642,87,0.02908910,Rhodobacter capsulatus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Closely related,60,8K,B.3.C.60-8K-bin.11,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.19,25,Sinomonas atrocyanea,49,4199804,74,0.02910198,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Closely related,60,8K,B.3.C.60-8K-bin.4,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.19,25,Sinomonas atrocyanea,49,4199804,74,0.02910198,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,120,8K,B.3.R.120-8K-bin.35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,46,3153198,199,0.02910335,Brucella melitensis,Brucella melitensis,A,FALSE
B,Exponential,Exponential decay,Random,120,8K,B.3.R.120-8K-bin.57,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,46,3153198,199,0.02910335,Brucella melitensis,Brucella melitensis,A,FALSE
B,Exponential,Exponential decay,Random,120,DT,B.3.R.120-DT-bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_B,Erythrobacter gangjinensis,99.25,5.43,0,Erythrobacter gangjinensis,44,3482895,176,0.02912069,Erythrobacter gangjinensis,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,60,DT,A.3.R.60-DT-bin.30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.25,0.83,0,Antarctobacter heliothermus,39,4577650,67,0.02912651,Antarctobacter heliothermus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,120,8K,B.3.R.120-8K-bin.12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,47,3165193,199,0.02917589,Brucella melitensis,Brucella melitensis,A,FALSE
B,Exponential,Exponential decay,Random,120,8K,B.3.R.120-8K-bin.52,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,47,3165193,199,0.02917589,Brucella melitensis,Brucella melitensis,A,FALSE
C,Exponential,Exponential decay,Very closely related,60,MM,C.3.V.60-MM-bin.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei,98.71,0.02,0,Paracoccus yeei,124,3361702,93,0.02918271,Paracoccus yeei,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Closely related,60,MM,A.5.C.60-MM-bin.17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter_A,Rhodobacter sphaeroides,97.27,0,0,Rhodobacter sphaeroides,69,3896978,80,0.02918607,Rhodobacter sphaeroides,Rhodobacter sphaeroides,A,TRUE
C,Exponential,Exponential decay,Random,60,DT,C.3.R.60-DT-bin.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus,90.52,2.16,0,Terriglobus roseus,46,4408943,70,0.02918623,Terriglobus roseus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,10,MM,B.3.R.10-MM-bin.9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter temperatus,98.17,1.11,0,Octadecabacter temperatus,226,3225438,16,0.02918820,Octadecabacter temperatus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Very closely related,60,DT,B.3.V.60-DT-bin.6,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium mustelae,98.9,0.55,0,Corynebacterium mustelae,76,3363383,91,0.02919230,Corynebacterium mustelae,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Closely related,60,MM,C.3.C.60-MM-bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea thiooxydans,99.15,1.8,0,Pandoraea thiooxydans,64,4315917,73,0.02922850,Pandoraea thiooxydans,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Closely related,60,DT,B.3.C.60-DT-bin.11,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium vitaeruminis,99.67,3.29,2.94,Corynebacterium vitaeruminis,70,3009758,102,0.02923011,Corynebacterium vitaeruminis,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Closely related,60,8K,B.3.C.60-8K-bin.6,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.19,25,Sinomonas atrocyanea,50,4222781,74,0.02925986,Sinomonas atrocyanea,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,60,DT,A.2.R.60-DT-bin.25,Archaea,Halobacterota,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum borinquense,99.54,0.05,0,Halogeometricum borinquense,42,2812355,110,0.02929479,Halogeometricum borinquense,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,A.5.N.60-8K-bin.21,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter_A,Rhodobacter sphaeroides,88.48,0,0,Rhodobacter sphaeroides,15,3585198,88,0.02930646,Rhodobacter sphaeroides,Rhodobacter sphaeroides,A,TRUE
A,Equal abundance,Equal abundance,Ordered,60,DT,A.1.O.60-DT-bin.12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,98.19,2.04,0,Antarctobacter heliothermus,111,4829973,64,0.02931058,Antarctobacter heliothermus,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,30,DT,C.2.R.30-DT-bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia stagnalis,99.95,1.3,0,Burkholderia stagnalis,152,7484756,20,0.02931475,Burkholderia stagnalis,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Closely related,60,MM,A.3.C.60-MM-bin.4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter_A,Rhodobacter sphaeroides,99.09,0,0,Rhodobacter sphaeroides,80,3988834,79,0.02934657,Rhodobacter sphaeroides,Rhodobacter sphaeroides,A,TRUE
B,Exponential,Exponential decay,Random,10,8K,B.3.R.10-8K-bin.23,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter temperatus,99.39,0.71,33.33,Octadecabacter temperatus,10,3228096,16,0.02936995,Octadecabacter temperatus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,10,8K,B.3.R.10-8K-bin.25,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter temperatus,99.39,0.71,33.33,Octadecabacter temperatus,10,3228096,16,0.02936995,Octadecabacter temperatus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,10,8K,B.3.R.10-8K-bin.34,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter temperatus,99.39,0.71,33.33,Octadecabacter temperatus,10,3228096,16,0.02936995,Octadecabacter temperatus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,10,8K,B.3.R.10-8K-bin.38,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter temperatus,99.39,0.71,33.33,Octadecabacter temperatus,10,3228096,16,0.02936995,Octadecabacter temperatus,#N/A,#N/A,#N/A
